Departmental grouping,Organisation,Acronym,Response rate,Employee engagement index,My work theme score (B01-B05),Organisational objectives and purpose theme score (B06-B08),My manager theme score (B09-B18),My team theme score (B19-B21),Learning and development theme score (B22-B25),Inclusion and fair treatment theme score (B26-B29),Resources and workload theme score (B30-B36),Pay and benefits theme score (B37-B39),Leadership and managing change theme score (B40-B49),B01. I am interested in my work (% strongly agree or agree),B02. I am sufficiently challenged by my work (% strongly agree or agree),B03. My work gives me a sense of personal accomplishment (% strongly agree or agree),B04. I feel involved in the decisions that affect my work (% strongly agree or agree),B05. I have a choice in deciding how I do my work (% strongly agree or agree),B06. I have a clear understanding of [my organisation's] purpose (% strongly agree or agree),B07. I have a clear understanding of [my organisation's] objectives (% strongly agree or agree),B08. I understand how my work contributes to [my organisation's] objectives (% strongly agree or agree),B09. My manager motivates me to be more effective in my job (% strongly agree or agree),B10. My manager is considerate of my life outside work (% strongly agree or agree),B11. My manager is open to my ideas (% strongly agree or agree),B12. My manager helps me to understand how I contribute to [my organisation's] objectives (% strongly agree or agree),"B13. Overall, I have confidence in the decisions made by my manager (% strongly agree or agree)",B14. My manager recognises when I have done my job well (% strongly agree or agree),B15. I receive regular feedback on my performance (% strongly agree or agree),B16. The feedback I receive helps me to improve my performance (% strongly agree or agree),B17. I think that my performance is evaluated fairly (% strongly agree or agree),B18. Poor performance is dealt with effectively in my team (% strongly agree or agree),B19. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree),B20. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree),B21. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree),B22. I am able to access the right learning and development opportunities when I need to (% strongly agree or agree),B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree),B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree),B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree),B26. I am treated fairly at work (% strongly agree or agree),B27. I am treated with respect by the people I work with (% strongly agree or agree),B28. I feel valued for the work I do (% strongly agree or agree),"B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc) (% strongly agree or agree)","B30. In my job, I am clear what is expected of me (% strongly agree or agree)",B31. I get the information I need to do my job well (% strongly agree or agree),B32. I have clear work objectives (% strongly agree or agree),B33. I have the skills I need to do my job effectively (% strongly agree or agree),B34. I have the tools I need to do my job effectively (% strongly agree or agree),B35. I have an acceptable workload (% strongly agree or agree),B36. I achieve a good balance between my work life and my private life (% strongly agree or agree),B37. I feel that my pay adequately reflects my performance (% strongly agree or agree),B38. I am satisfied with the total benefits package (% strongly agree or agree),B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable (% strongly agree or agree),B40. I feel that [my organisation] as a whole is managed well (% strongly agree or agree),B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree),B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree),B43. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree),"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)",B45. I feel that change is managed well in [my organisation] (% strongly agree or agree),B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree),B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree),B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree),B49. I think it is safe to challenge the way things are done in [my organisation] (% strongly agree or agree),B50. I am proud when I tell others I am part of [my organisation] (% strongly agree or agree),B51. I would recommend [my organisation] as a great place to work (% strongly agree or agree),B52. I feel a strong personal attachment to [my organisation] (% strongly agree or agree),B53. [My organisation] inspires me to do the best in my job (% strongly agree or agree),B54. [My organisation] motivates me to help it achieve its objectives (% strongly agree or agree),B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree),B56. I believe that managers where I work will take action on the results from this survey (% strongly agree or agree),"B57. Where I work, I think effective action has been taken on the results of the last survey (% strongly agree or agree)",B58. I am trusted to carry out my job effectively (% strongly agree or agree),"B59. I believe I would be supported if I tried a new idea, even if it may not work (% strongly agree or agree)","B60. My performance is evaluated based on whether I get things done, rather than solely follow process (% strongly agree or agree)","B61. When I talk about my organisation I say ""we"" rather than ""they"" (% strongly agree or agree)",B62. I have some really good friendships at work (% strongly agree or agree),D01. Are you aware of the Civil Service Code? (% yes),D02. Are you aware of how to raise a concern under the Civil Service Code? (% yes),D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes),"E01. During the past 12 months, have you personally experienced discrimination at work? (% yes)","E03. During the past 12 months, have you personally experienced bullying or harassment at work? (% yes)","W01. Overall, how satisfied are you with your life nowadays? (% rating 7-10)","W02. Overall, to what extent do you feel the things you do in your life are worthwhile? (% rating 7-10)","W03. Overall, how happy did you feel yesterday? (% rating 7-10)","W04. Overall, how anxious did you feel yesterday? (% rating 0-3)"
"Business, Innovation & Skills",Intellectual Property Office,IPO,80%,62%,76%,83%,69%,81%,60%,76%,79%,32%,49%,89%,84%,76%,57%,74%,86%,78%,84%,68%,85%,80%,64%,75%,76%,66%,63%,66%,42%,88%,83%,72%,71%,61%,57%,52%,81%,87%,61%,76%,86%,77%,80%,89%,76%,67%,75%,30%,40%,26%,56%,61%,48%,45%,48%,39%,35%,63%,44%,48%,61%,65%,51%,48%,47%,51%,55%,42%,86%,66%,65%,68%,79%,87%,61%,71%,11%,11%,65%,65%,56%,47%
"Business, Innovation & Skills",Land Registry,LR,27%,49%,65%,66%,58%,79%,38%,67%,66%,39%,19%,80%,77%,67%,43%,59%,71%,59%,69%,55%,76%,72%,57%,61%,68%,58%,50%,55%,30%,82%,81%,73%,54%,44%,25%,29%,72%,81%,49%,68%,78%,57%,64%,77%,63%,54%,67%,38%,42%,38%,15%,23%,16%,14%,12%,12%,17%,35%,17%,25%,37%,25%,48%,28%,24%,19%,41%,25%,83%,62%,56%,62%,79%,92%,67%,64%,10%,9%,61%,65%,57%,48%
"Business, Innovation & Skills",Met Office,MET,82%,69%,83%,90%,71%,84%,60%,81%,76%,16%,59%,95%,87%,85%,66%,80%,93%,88%,88%,69%,84%,86%,70%,76%,79%,67%,65%,70%,40%,87%,85%,80%,64%,60%,58%,59%,85%,89%,68%,83%,87%,74%,79%,89%,72%,61%,68%,15%,21%,11%,72%,60%,68%,75%,68%,36%,41%,64%,40%,62%,82%,67%,67%,62%,57%,60%,59%,36%,93%,77%,72%,81%,74%,82%,56%,75%,7%,6%,65%,73%,63%,51%
"Business, Innovation & Skills",National Measurement Office,NMO,78%,65%,85%,87%,73%,83%,63%,80%,75%,21%,58%,92%,86%,87%,76%,86%,86%,84%,90%,73%,92%,86%,70%,77%,83%,71%,63%,62%,48%,86%,83%,79%,76%,77%,41%,59%,79%,87%,71%,82%,89%,66%,78%,83%,73%,57%,78%,27%,24%,13%,76%,84%,67%,48%,68%,35%,34%,75%,43%,51%,59%,65%,54%,56%,54%,49%,56%,40%,90%,75%,68%,83%,71%,95%,73%,76%,8%,11%,60%,67%,60%,64%
"Business, Innovation & Skills",Ordnance Survey,OS,80%,68%,81%,75%,69%,87%,52%,80%,78%,31%,47%,94%,84%,83%,61%,84%,76%,69%,80%,67%,85%,84%,69%,75%,80%,65%,59%,63%,42%,91%,88%,82%,61%,52%,47%,47%,84%,91%,66%,80%,86%,70%,77%,90%,76%,71%,77%,29%,41%,24%,52%,57%,50%,46%,44%,36%,43%,58%,35%,49%,81%,63%,69%,56%,51%,43%,65%,38%,93%,79%,72%,78%,79%,90%,66%,76%,6%,5%,66%,71%,67%,56%
"Business, Innovation & Skills",Skills Funding Agency,SFA,68%,59%,79%,82%,72%,85%,51%,82%,72%,51%,45%,92%,83%,78%,62%,79%,83%,80%,82%,74%,85%,87%,72%,79%,80%,68%,67%,65%,39%,87%,86%,81%,68%,59%,30%,47%,86%,91%,70%,81%,80%,65%,74%,87%,71%,59%,66%,46%,58%,49%,50%,61%,55%,45%,50%,29%,20%,65%,33%,41%,53%,48%,49%,46%,45%,45%,61%,32%,91%,77%,72%,83%,81%,94%,67%,74%,6%,7%,65%,72%,63%,51%
"Business, Innovation & Skills",The Insolvency Service,INSS,76%,52%,73%,86%,71%,77%,46%,75%,76%,30%,35%,84%,75%,72%,57%,75%,88%,82%,87%,68%,84%,79%,68%,74%,80%,71%,67%,70%,45%,83%,76%,72%,66%,52%,29%,36%,78%,85%,65%,74%,85%,72%,79%,89%,67%,67%,74%,29%,33%,28%,36%,49%,35%,42%,30%,25%,23%,51%,29%,35%,37%,31%,43%,34%,34%,40%,61%,39%,90%,67%,66%,63%,78%,88%,69%,64%,12%,10%,60%,65%,57%,51%
"Business, Innovation & Skills",UK Trade and Investment,UKTI,58%,61%,76%,87%,68%,77%,48%,75%,69%,25%,36%,92%,81%,77%,51%,79%,91%,84%,86%,68%,81%,82%,67%,76%,81%,65%,62%,61%,37%,80%,79%,74%,64%,52%,36%,41%,79%,84%,67%,71%,80%,59%,77%,87%,59%,57%,64%,28%,26%,22%,36%,47%,41%,51%,35%,17%,18%,48%,27%,34%,65%,46%,53%,48%,43%,35%,45%,22%,87%,68%,65%,78%,73%,76%,50%,56%,9%,9%,64%,71%,63%,49%
Cabinet Office,Cabinet Office,CO,89%,62%,80%,69%,68%,85%,49%,78%,74%,27%,43%,93%,80%,80%,65%,81%,74%,61%,73%,72%,84%,83%,57%,77%,81%,62%,62%,60%,41%,88%,87%,80%,60%,47%,47%,41%,83%,85%,71%,73%,81%,70%,73%,92%,72%,64%,66%,29%,30%,23%,45%,55%,46%,29%,44%,32%,32%,60%,38%,45%,77%,59%,42%,49%,43%,48%,60%,39%,89%,77%,73%,68%,75%,93%,60%,73%,8%,9%,67%,72%,64%,48%
Cabinet Office,Crown Commercial Service,CCS,80%,56%,73%,73%,64%,78%,42%,72%,60%,38%,37%,89%,79%,71%,53%,72%,80%,68%,72%,68%,79%,80%,62%,72%,74%,55%,55%,55%,37%,81%,78%,74%,49%,34%,48%,35%,79%,83%,60%,66%,69%,51%,56%,82%,48%,53%,63%,38%,41%,35%,40%,46%,42%,41%,38%,20%,26%,50%,28%,36%,51%,46%,36%,43%,38%,40%,56%,24%,88%,69%,63%,77%,70%,88%,65%,65%,10%,11%,65%,70%,59%,47%
Charity Commission,Charity Commission,CC,74%,53%,75%,77%,67%,79%,39%,72%,65%,24%,35%,88%,83%,73%,57%,75%,78%,72%,80%,69%,81%,85%,66%,72%,79%,65%,58%,60%,37%,84%,79%,74%,53%,53%,17%,31%,74%,82%,57%,73%,77%,57%,74%,85%,53%,45%,63%,24%,28%,20%,32%,52%,38%,24%,34%,23%,21%,52%,40%,39%,45%,29%,42%,33%,30%,37%,57%,32%,85%,69%,65%,72%,68%,97%,78%,65%,9%,13%,58%,65%,53%,43%
Communities and Local Government,Department for Communities and Local Government,DCLG,77%,53%,78%,80%,73%,82%,55%,77%,75%,30%,50%,89%,83%,75%,63%,80%,81%,79%,82%,77%,86%,86%,69%,80%,83%,72%,70%,66%,45%,86%,83%,78%,68%,57%,45%,49%,81%,87%,68%,74%,84%,74%,77%,89%,74%,59%,66%,32%,31%,28%,53%,61%,53%,50%,48%,49%,37%,65%,43%,44%,41%,42%,35%,39%,39%,56%,69%,51%,88%,72%,72%,69%,75%,96%,69%,72%,9%,8%,64%,69%,60%,48%
Communities and Local Government,Planning Inspectorate,PINS,69%,60%,81%,88%,72%,77%,54%,76%,74%,33%,43%,93%,87%,87%,57%,79%,90%,86%,89%,70%,84%,86%,70%,79%,82%,69%,66%,73%,39%,82%,77%,74%,61%,56%,48%,52%,80%,86%,67%,70%,90%,70%,83%,93%,61%,60%,60%,33%,38%,30%,47%,47%,46%,38%,43%,30%,25%,61%,40%,52%,65%,49%,53%,48%,44%,44%,55%,29%,92%,65%,69%,73%,78%,91%,61%,75%,5%,6%,64%,70%,59%,45%
"Culture, Media & Sport","Department for Culture, Media & Sport",DCMS,91%,60%,78%,84%,67%,80%,40%,78%,69%,25%,49%,91%,77%,78%,64%,79%,85%,81%,85%,68%,83%,84%,64%,75%,81%,57%,59%,63%,36%,83%,82%,76%,47%,37%,41%,36%,81%,83%,69%,78%,83%,68%,64%,87%,70%,51%,56%,28%,26%,20%,51%,65%,55%,38%,51%,36%,34%,71%,46%,48%,65%,47%,48%,47%,45%,54%,56%,26%,91%,70%,71%,77%,67%,93%,62%,70%,8%,9%,59%,70%,54%,40%
"Culture, Media & Sport",The Royal Parks,TRP,56%,73%,84%,79%,76%,83%,49%,83%,76%,14%,54%,92%,82%,82%,80%,86%,82%,76%,80%,67%,86%,89%,74%,83%,86%,79%,73%,71%,52%,83%,83%,82%,64%,56%,35%,40%,82%,91%,75%,85%,86%,79%,91%,94%,77%,55%,53%,14%,17%,12%,70%,59%,59%,48%,58%,36%,32%,64%,48%,63%,82%,68%,74%,59%,59%,61%,64%,44%,92%,86%,74%,82%,73%,79%,56%,67%,9%,3%,66%,74%,60%,48%
Defence,Ministry of Defence,MOD,51%,57%,73%,78%,62%,76%,51%,73%,68%,30%,30%,88%,78%,73%,57%,71%,81%,73%,78%,62%,75%,77%,54%,69%,74%,56%,54%,57%,43%,80%,78%,71%,61%,46%,50%,47%,79%,83%,61%,69%,81%,63%,69%,84%,63%,56%,59%,31%,31%,28%,30%,35%,35%,30%,27%,19%,15%,46%,25%,34%,60%,41%,53%,38%,33%,26%,34%,19%,89%,70%,64%,51%,78%,83%,62%,56%,12%,10%,57%,65%,56%,53%
Defence,Defence Equipment & Support,DES,79%,49%,74%,72%,63%,73%,56%,73%,65%,24%,29%,89%,80%,72%,56%,74%,76%,67%,72%,64%,81%,80%,53%,72%,74%,56%,54%,58%,34%,79%,75%,66%,66%,53%,53%,51%,80%,84%,59%,69%,78%,57%,66%,83%,52%,52%,64%,25%,27%,20%,26%,34%,30%,29%,24%,16%,14%,49%,28%,37%,36%,33%,29%,25%,23%,32%,46%,25%,88%,68%,62%,52%,74%,82%,57%,59%,10%,9%,59%,66%,57%,51%
Defence,Defence Support Group,DSG,39%,49%,63%,61%,45%,69%,28%,60%,65%,18%,26%,80%,65%,64%,41%,64%,63%,57%,65%,46%,59%,57%,41%,47%,56%,37%,36%,42%,31%,79%,72%,56%,32%,28%,23%,29%,67%,77%,46%,51%,76%,51%,63%,79%,60%,61%,66%,16%,22%,15%,25%,33%,28%,22%,23%,19%,17%,38%,21%,29%,41%,32%,37%,30%,27%,22%,28%,20%,85%,54%,47%,48%,80%,71%,53%,46%,14%,13%,50%,57%,52%,53%
Defence,Dstl,DSTL,77%,57%,77%,74%,60%,75%,56%,73%,66%,23%,38%,91%,81%,77%,55%,78%,78%,71%,73%,57%,84%,79%,53%,64%,70%,54%,50%,55%,32%,79%,76%,70%,66%,53%,52%,53%,76%,83%,59%,74%,76%,60%,66%,85%,58%,53%,66%,22%,33%,14%,34%,42%,39%,40%,30%,25%,21%,62%,37%,48%,61%,50%,49%,39%,34%,47%,58%,32%,88%,71%,57%,70%,76%,91%,59%,69%,12%,12%,60%,66%,56%,51%
Defence,UK Hydrographic Office,UKHO,75%,58%,72%,83%,63%,80%,49%,69%,68%,22%,36%,88%,78%,74%,56%,66%,87%,79%,83%,63%,79%,76%,61%,70%,73%,62%,54%,58%,35%,85%,81%,75%,63%,50%,39%,43%,75%,83%,54%,63%,82%,63%,69%,80%,60%,57%,66%,20%,27%,20%,36%,40%,34%,45%,31%,21%,32%,56%,31%,38%,67%,46%,49%,40%,35%,24%,39%,17%,86%,64%,59%,66%,74%,85%,63%,65%,10%,9%,58%,62%,55%,50%
Education,Department for Education,DFE,95%,58%,77%,85%,71%,85%,54%,77%,72%,42%,42%,89%,82%,76%,60%,76%,88%,83%,85%,72%,84%,85%,66%,78%,82%,71%,68%,61%,48%,87%,85%,82%,64%,57%,50%,47%,80%,87%,69%,73%,83%,70%,78%,88%,73%,54%,60%,43%,43%,39%,45%,52%,46%,38%,42%,31%,26%,61%,37%,41%,58%,48%,44%,44%,42%,45%,62%,39%,87%,71%,66%,71%,74%,96%,67%,69%,9%,9%,60%,68%,57%,44%
Energy and Climate Change,Department of Energy and Climate Change,DECC,91%,59%,78%,85%,67%,80%,57%,78%,71%,28%,44%,91%,80%,76%,62%,81%,88%,83%,84%,70%,85%,84%,60%,78%,79%,61%,61%,59%,35%,84%,81%,75%,69%,57%,52%,50%,82%,87%,69%,72%,80%,70%,74%,88%,69%,55%,62%,31%,30%,24%,45%,63%,50%,29%,44%,24%,25%,67%,42%,50%,66%,50%,42%,45%,44%,49%,62%,37%,86%,72%,66%,76%,67%,97%,73%,76%,8%,7%,69%,73%,63%,49%
"Environment, Food & Rural Affairs","Department for Environment, Food & Rural Affairs",DEFRA,87%,54%,77%,78%,70%,82%,52%,77%,74%,26%,38%,90%,82%,75%,60%,80%,78%,76%,80%,72%,86%,86%,63%,78%,82%,67%,65%,60%,43%,85%,83%,79%,67%,56%,41%,46%,81%,86%,66%,76%,82%,72%,77%,88%,77%,58%,66%,28%,29%,22%,39%,54%,44%,28%,37%,26%,18%,60%,32%,41%,48%,42%,42%,36%,33%,45%,63%,44%,86%,72%,67%,71%,70%,97%,69%,70%,10%,9%,61%,68%,59%,48%
