Departmental grouping,Organisation,org_2011,Employee engagement index,My work theme score (B01-B05 average),Organisational objectives and purpose theme score (B06-B08 average),My line manager theme score (B09-B18 average),My team theme score (B19-B21 average),Learning and development theme score (B22-B25 average),Inclusion and fair treatment theme score (B26-B29 average),Resources and workload theme score (B30-B36 average),Pay and benefits theme score (B37-B39 average),Leadership and managing change theme score (B40-B49 average),B01. I am interested in my work (% strongly agree or agree),B02. I am sufficiently challenged by my work (% strongly agree or agree),B03. My work gives me a sense of personal accomplishment (% strongly agree or agree),B04. I feel involved in the decisions that affect my work (% strongly agree or agree),B05. I have a choice in deciding how I do my work (% strongly agree or agree),B06. I have a clear understanding of [my organisation's] purpose (% strongly agree or agree),B07. I have a clear understanding of [my organisation's] objectives (% strongly agree or agree),B08. I understand how my work contributes to [my organisation's] objectives (% strongly agree or agree),B09. My manager motivates me to be more effective in my job (% strongly agree or agree),B10. My manager is considerate of my life outside work (% strongly agree or agree),B11. My manager is open to my ideas (% strongly agree or agree),B12. My manager helps me to understand how I contribute to [my organisation's] objectives (% strongly agree or agree),"B13. Overall, I have confidence in the decisions made by my manager (% strongly agree or agree)",B14. My manager recognises when I have done my job well (% strongly agree or agree),B15. I receive regular feedback on my performance (% strongly agree or agree),B16. The feedback I receive helps me to improve my performance (% strongly agree or agree),B17. I think that my performance is evaluated fairly (% strongly agree or agree),B18. Poor performance is dealt with effectively in my team (% strongly agree or agree),B19. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree),B20. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree),B21. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree),B22. I am able to access the right learning and development opportunities when I need to (% strongly agree or agree),B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree),B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree),B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree),B26. I am treated fairly at work (% strongly agree or agree),B27. I am treated with respect by the people I work with (% strongly agree or agree),B28. I feel valued for the work I do (% strongly agree or agree),"B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc) (% strongly agree or agree)","B30. In my job, I am clear what is expected of me (% strongly agree or agree)",B31. I get the information I need to do my job well (% strongly agree or agree),B32. I have clear work objectives (% strongly agree or agree),B33. I have the skills I need to do my job effectively (% strongly agree or agree),B34. I have the tools I need to do my job effectively (% strongly agree or agree),B35. I have an acceptable workload (% strongly agree or agree),B36. I achieve a good balance between my work life and my private life (% strongly agree or agree),B37. I feel that my pay adequately reflects my performance (% strongly agree or agree),B38. I am satisfied with the total benefits package (% strongly agree or agree),B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable (% strongly agree or agree),B40. I feel that [my organisation] as a whole is managed well (% strongly agree or agree),B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree),B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree),B43. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree),"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)",B45. I feel that change is managed well in [my organisation] (% strongly agree or agree),B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree),B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree),B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree),B49. I think it is safe to challenge the way things are done in [my organisation] (% strongly agree or agree),B50. I am proud when I tell others I am part of [my organisation] (% strongly agree or agree),B51. I would recommend [my organisation] as a great place to work (% strongly agree or agree),B52. I feel a strong personal attachment to [my organisation] (% strongly agree or agree),B53. [My organisation] inspires me to do the best in my job (% strongly agree or agree),B54. [My organisation] motivates me to help it achieve its objectives (% strongly agree or agree),B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree),B56. I believe that managers where I work will take action on the results from this survey (% strongly agree or agree),"B57. Where I work, I think effective action has been taken on the results of the last survey",D01. Are you aware of the Civil Service Code?,D02. Are you aware of how to raise a concern under the Civil Service Code?,D03. Are you confident that if you raised a concern under the Civil Service Code in [your organisation] it would be investigated properly?,"E01. During the past 12 months, have you personally experienced discrimination at work?","E03. During the past 12 months, have you personally experienced bullying or harassment at work?"
"Business, Innovation and Skills",UK Intellectual Property Office,IPO,0.52,0.69,0.77,0.62,0.74,0.46,0.67,0.72,0.26,0.34,0.84,0.79,0.71,0.45,0.65,0.8,0.72,0.78,0.6,0.81,0.75,0.58,0.67,0.72,0.59,0.56,0.58,0.37,0.86,0.76,0.61,0.54,0.5,0.4,0.41,0.72,0.82,0.51,0.62,0.84,0.7,0.77,0.87,0.71,0.52,0.64,0.25,0.31,0.21,0.37,0.41,0.3,0.33,0.27,0.23,0.22,0.53,0.37,0.35,0.47,0.42,0.41,0.32,0.31,0.43,0.49,0.34,0.91,0.58,0.67,0.1,0.09
"Business, Innovation and Skills",Land Registry,LR,0.45,0.59,0.62,0.5,0.72,0.29,0.62,0.66,0.32,0.19,0.78,0.73,0.62,0.31,0.52,0.67,0.55,0.65,0.47,0.67,0.66,0.47,0.55,0.63,0.47,0.4,0.48,0.23,0.8,0.76,0.61,0.42,0.4,0.13,0.22,0.7,0.81,0.4,0.58,0.78,0.59,0.65,0.75,0.68,0.53,0.66,0.33,0.31,0.33,0.19,0.22,0.2,0.21,0.13,0.17,0.12,0.34,0.14,0.22,0.29,0.2,0.38,0.22,0.17,0.2,0.3,0.16,0.74,0.43,0.48,0.1,0.1
"Business, Innovation and Skills",Met Office,MET,0.61,0.77,0.82,0.64,0.8,0.49,0.76,0.73,0.22,0.45,0.92,0.82,0.79,0.56,0.76,0.86,0.79,0.81,0.62,0.79,0.8,0.6,0.69,0.75,0.59,0.56,0.65,0.34,0.86,0.82,0.73,0.54,0.48,0.43,0.5,0.81,0.87,0.61,0.77,0.82,0.69,0.74,0.86,0.72,0.61,0.65,0.24,0.25,0.18,0.55,0.46,0.48,0.6,0.51,0.26,0.26,0.57,0.35,0.5,0.72,0.52,0.6,0.48,0.42,0.53,0.56,0.33,0.65,0.38,0.61,0.08,0.09
"Business, Innovation and Skills",National Measurement Office,NMO,0.64,0.76,0.85,0.72,0.78,0.48,0.8,0.84,0.29,0.54,0.88,0.79,0.74,0.58,0.81,0.85,0.82,0.88,0.66,0.82,0.88,0.72,0.75,0.82,0.78,0.67,0.72,0.36,0.79,0.81,0.75,0.72,0.5,0.27,0.43,0.79,0.85,0.76,0.8,0.94,0.76,0.93,0.88,0.8,0.7,0.87,0.29,0.32,0.24,0.7,0.67,0.59,0.45,0.52,0.39,0.28,0.68,0.55,0.55,0.61,0.61,0.49,0.51,0.52,0.6,0.68,0.51,0.97,0.88,0.91,0.03,0.01
"Business, Innovation and Skills",Office of Fair Trading,OFT,0.61,0.73,0.9,0.67,0.78,0.46,0.74,0.72,0.29,0.42,0.89,0.75,0.75,0.59,0.68,0.92,0.89,0.88,0.67,0.79,0.8,0.62,0.72,0.76,0.65,0.62,0.63,0.42,0.81,0.8,0.72,0.57,0.52,0.34,0.41,0.77,0.82,0.65,0.71,0.82,0.68,0.73,0.89,0.64,0.63,0.66,0.3,0.31,0.25,0.45,0.56,0.43,0.35,0.43,0.32,0.23,0.59,0.44,0.43,0.67,0.5,0.54,0.49,0.45,0.48,0.55,0.38,0.9,0.55,0.68,0.09,0.11
"Business, Innovation and Skills",Ordnance Survey,OS,0.66,0.79,0.8,0.65,0.86,0.5,0.8,0.74,0.36,0.49,0.93,0.84,0.82,0.56,0.82,0.82,0.76,0.83,0.63,0.85,0.82,0.64,0.7,0.75,0.59,0.55,0.64,0.36,0.9,0.88,0.81,0.63,0.54,0.37,0.46,0.84,0.88,0.66,0.81,0.86,0.68,0.77,0.85,0.66,0.64,0.75,0.35,0.43,0.3,0.54,0.51,0.48,0.49,0.47,0.43,0.44,0.63,0.37,0.53,0.78,0.54,0.68,0.56,0.46,0.47,0.66,0.47,0.88,0.57,0.77,0.07,0.06
"Business, Innovation and Skills",Skils Funding Agency,SFA,0.58,0.68,0.84,0.64,0.76,0.41,0.76,0.72,0.59,0.44,0.88,0.66,0.67,0.45,0.72,0.87,0.81,0.83,0.64,0.8,0.79,0.61,0.72,0.77,0.63,0.58,0.57,0.32,0.84,0.78,0.67,0.51,0.43,0.32,0.38,0.78,0.86,0.63,0.76,0.8,0.62,0.67,0.88,0.68,0.64,0.74,0.56,0.62,0.61,0.51,0.54,0.48,0.53,0.45,0.34,0.2,0.68,0.31,0.4,0.48,0.47,0.45,0.39,0.39,0.37,0.44,0,0.83,0.49,0.64,0.09,0.06
Cabinet Office,Cabinet Office (excluding agencies),CO,0.58,0.76,0.7,0.65,0.81,0.38,0.74,0.69,0.29,0.38,0.9,0.77,0.77,0.57,0.77,0.73,0.66,0.71,0.68,0.83,0.8,0.5,0.72,0.79,0.59,0.6,0.61,0.36,0.86,0.83,0.75,0.46,0.35,0.37,0.33,0.78,0.85,0.65,0.67,0.77,0.65,0.66,0.89,0.65,0.61,0.61,0.31,0.31,0.24,0.38,0.49,0.4,0.33,0.38,0.27,0.22,0.55,0.37,0.41,0.69,0.48,0.39,0.42,0.37,0.49,0.58,0.34,0.95,0.63,0.71,0.1,0.09
Cabinet Office,Government Procurement Service,GPS,0.56,0.68,0.81,0.6,0.78,0.32,0.73,0.59,0.49,0.5,0.87,0.7,0.65,0.48,0.7,0.86,0.78,0.79,0.59,0.76,0.74,0.58,0.69,0.71,0.55,0.5,0.55,0.32,0.81,0.81,0.72,0.31,0.28,0.31,0.37,0.81,0.88,0.57,0.68,0.69,0.52,0.42,0.78,0.58,0.48,0.65,0.48,0.53,0.45,0.6,0.52,0.5,0.63,0.58,0.33,0.36,0.58,0.38,0.51,0.51,0.41,0.39,0.41,0.37,0.5,0.49,0.24,0.97,0.76,0.76,0.08,0.11
Charity Commission,Charity Commission,CC,0.55,0.7,0.76,0.68,0.84,0.37,0.73,0.77,0.42,0.43,0.86,0.72,0.69,0.52,0.71,0.77,0.73,0.78,0.66,0.86,0.81,0.58,0.74,0.82,0.66,0.59,0.68,0.39,0.87,0.85,0.79,0.57,0.49,0.14,0.3,0.77,0.83,0.59,0.72,0.84,0.67,0.73,0.92,0.75,0.7,0.81,0.43,0.47,0.36,0.4,0.58,0.42,0.35,0.36,0.34,0.15,0.65,0.61,0.44,0.49,0.36,0.49,0.34,0.3,0.5,0.58,0.37,0.89,0.6,0.63,0.11,0.12
Communities and Local Government,Department for Communities and Local Government (excluding agencies),DCLG,0.4,0.65,0.57,0.63,0.76,0.24,0.67,0.65,0.35,0.26,0.82,0.68,0.61,0.45,0.68,0.57,0.53,0.61,0.64,0.8,0.8,0.47,0.72,0.78,0.6,0.55,0.59,0.33,0.82,0.77,0.69,0.25,0.29,0.14,0.28,0.73,0.83,0.56,0.57,0.75,0.58,0.66,0.84,0.57,0.53,0.62,0.39,0.35,0.33,0.23,0.35,0.24,0.22,0.21,0.2,0.1,0.5,0.28,0.25,0.21,0.17,0.19,0.16,0.15,0.26,0.43,0.17,0.92,0.58,0.59,0.09,0.07
Communities and Local Government,Fire Service College,FSC,0.62,0.76,0.71,0.69,0.82,0.31,0.76,0.74,0.32,0.35,0.88,0.71,0.7,0.62,0.86,0.77,0.62,0.75,0.63,0.79,0.82,0.64,0.76,0.83,0.65,0.62,0.68,0.42,0.83,0.82,0.81,0.28,0.34,0.24,0.36,0.81,0.88,0.69,0.67,0.88,0.6,0.73,0.89,0.62,0.72,0.76,0.31,0.39,0.25,0.25,0.37,0.3,0.4,0.31,0.22,0.29,0.47,0.44,0.42,0.63,0.47,0.63,0.52,0.45,0.19,0.46,0.27,0.72,0.63,0.6,0.07,0.08
Communities and Local Government,The Planning Inspectorate,PINS,0.57,0.72,0.83,0.64,0.74,0.36,0.72,0.76,0.38,0.37,0.88,0.78,0.79,0.43,0.73,0.86,0.8,0.83,0.58,0.77,0.79,0.59,0.71,0.76,0.6,0.59,0.64,0.4,0.8,0.74,0.69,0.43,0.36,0.27,0.37,0.78,0.86,0.57,0.67,0.89,0.72,0.81,0.89,0.78,0.57,0.64,0.39,0.41,0.34,0.37,0.33,0.38,0.41,0.3,0.28,0.15,0.55,0.46,0.42,0.53,0.39,0.47,0.38,0.33,0.34,0.41,0.22,0.92,0.6,0.71,0.07,0.05
"Culture, Media and Sport","Department for Culture, Media and Sport (excluding agencies)",DCMS,0.54,0.74,0.71,0.66,0.78,0.3,0.74,0.7,0.28,0.39,0.9,0.73,0.73,0.57,0.77,0.73,0.67,0.73,0.66,0.81,0.83,0.54,0.75,0.83,0.62,0.58,0.62,0.38,0.83,0.78,0.74,0.41,0.34,0.16,0.28,0.78,0.85,0.62,0.7,0.81,0.67,0.71,0.86,0.67,0.58,0.63,0.31,0.3,0.23,0.37,0.47,0.39,0.31,0.32,0.33,0.2,0.6,0.47,0.42,0.53,0.32,0.46,0.38,0.32,0.38,0.39,0.19,0.95,0.62,0.74,0.07,0.08
"Culture, Media and Sport",The Royal Parks,TRP,0.67,0.78,0.76,0.68,0.77,0.4,0.81,0.71,0.24,0.4,0.92,0.7,0.77,0.7,0.81,0.79,0.73,0.74,0.62,0.81,0.84,0.65,0.73,0.85,0.6,0.59,0.67,0.4,0.81,0.8,0.7,0.51,0.41,0.21,0.47,0.83,0.9,0.73,0.79,0.79,0.7,0.66,0.94,0.74,0.58,0.58,0.21,0.26,0.25,0.47,0.45,0.38,0.3,0.38,0.25,0.24,0.54,0.44,0.54,0.76,0.52,0.69,0.55,0.47,0.36,0.44,0.31,0.85,0.52,0.62,0.07,0.05
Defence,Ministry of Defence (excluding agencies),MOD,0.53,0.7,0.76,0.6,0.72,0.45,0.71,0.7,0.32,0.22,0.86,0.73,0.7,0.51,0.72,0.8,0.72,0.76,0.58,0.75,0.76,0.5,0.66,0.74,0.54,0.5,0.61,0.37,0.78,0.74,0.65,0.59,0.42,0.35,0.43,0.79,0.82,0.58,0.66,0.81,0.61,0.69,0.86,0.64,0.59,0.66,0.35,0.33,0.29,0.2,0.27,0.27,0.2,0.17,0.12,0.09,0.41,0.19,0.31,0.51,0.32,0.5,0.33,0.28,0.18,0.29,0.14,0.82,0.61,0.55,0.11,0.1
Defence,Defence Support Group,DSG,0.47,0.59,0.6,0.38,0.65,0.24,0.56,0.6,0.28,0.17,0.82,0.65,0.64,0.32,0.54,0.63,0.53,0.62,0.39,0.54,0.53,0.35,0.41,0.5,0.28,0.27,0.32,0.23,0.77,0.7,0.49,0.28,0.24,0.19,0.26,0.66,0.75,0.39,0.44,0.72,0.43,0.55,0.78,0.55,0.54,0.64,0.26,0.33,0.23,0.16,0.22,0.16,0.19,0.13,0.13,0.1,0.28,0.14,0.22,0.35,0.28,0.33,0.22,0.17,0.18,0.21,0.1,0.52,0.35,0.33,0.18,0.14
Defence,Dstl,DSTL,0.63,0.8,0.81,0.63,0.77,0.57,0.77,0.7,0.35,0.46,0.93,0.83,0.8,0.61,0.82,0.86,0.79,0.77,0.62,0.82,0.81,0.55,0.68,0.74,0.58,0.54,0.6,0.34,0.8,0.77,0.73,0.67,0.52,0.56,0.54,0.81,0.87,0.66,0.75,0.8,0.66,0.71,0.88,0.59,0.57,0.68,0.33,0.45,0.26,0.53,0.44,0.48,0.5,0.44,0.38,0.33,0.67,0.36,0.5,0.68,0.62,0.54,0.49,0.44,0.51,0.54,0.31,0.77,0.42,0.69,0.08,0.08
Defence,UK Hydrographic Office,UKHO,0.65,0.78,0.86,0.66,0.84,0.54,0.77,0.74,0.43,0.4,0.93,0.81,0.79,0.62,0.74,0.9,0.83,0.85,0.65,0.78,0.8,0.61,0.75,0.77,0.62,0.6,0.64,0.38,0.88,0.86,0.78,0.68,0.53,0.48,0.46,0.83,0.87,0.68,0.7,0.85,0.7,0.76,0.87,0.64,0.66,0.74,0.43,0.48,0.37,0.44,0.34,0.37,0.51,0.36,0.23,0.27,0.61,0.38,0.44,0.74,0.57,0.56,0.54,0.48,0.35,0.41,0.17,0.9,0.78,0.78,0.05,0.05
Education,Department for Education,DFE,0.59,0.75,0.83,0.7,0.84,0.45,0.8,0.74,0.41,0.42,0.89,0.77,0.73,0.56,0.77,0.85,0.81,0.82,0.72,0.86,0.85,0.63,0.79,0.83,0.66,0.64,0.63,0.44,0.87,0.85,0.79,0.49,0.45,0.42,0.44,0.85,0.88,0.69,0.76,0.84,0.71,0.74,0.88,0.75,0.6,0.68,0.42,0.42,0.38,0.49,0.53,0.46,0.43,0.43,0.32,0.21,0.58,0.37,0.39,0.55,0.48,0.48,0.44,0.4,0.45,0.61,0.37,0.95,0.66,0.73,0.08,0.08
Energy and Climate Change,Department of Energy and Climate Change,DECC,0.6,0.77,0.88,0.66,0.8,0.54,0.77,0.71,0.31,0.42,0.91,0.8,0.76,0.58,0.8,0.9,0.85,0.88,0.69,0.82,0.83,0.64,0.76,0.79,0.59,0.59,0.54,0.33,0.86,0.82,0.73,0.68,0.58,0.45,0.44,0.81,0.88,0.68,0.71,0.81,0.69,0.74,0.89,0.76,0.52,0.58,0.35,0.32,0.27,0.41,0.62,0.48,0.3,0.43,0.31,0.26,0.64,0.36,0.41,0.66,0.5,0.43,0.44,0.43,0.45,0.57,0.32,0.92,0.58,0.72,0.07,0.07
