id,description,respondents,Employee engagement index 2,My work ,Organisational objectives and purpose ,My manager ,My team ,Learning and development ,Inclusion and fair treatment ,Resources and workload ,Pay and benefits ,Leadership and managing change ,B01. I am interested in my work ,B02. I am sufficiently challenged by my work ,B03. My work gives me a sense of personal accomplishment ,B04. I feel involved in the decisions that affect my work ,B05. I have a choice in deciding how I do my work,B06. I have a clear understanding of [my organisation's] purpose 3,B07. I have a clear understanding of [my organisation's] objectives ,B08. I understand how my work contributes to [my organisation's] objectives ,B09. My manager motivates me to be more effective in my job ,B10. My manager is considerate of my life outside work ,B11. My manager is open to my ideas ,B12. My manager helps me to understand how I contribute to [my organisation's] objectives ,"B13. Overall, I have confidence in the decisions made by my manager ",B14. My manager recognises when I have done my job well ,B15. I receive regular feedback on my performance ,B16. The feedback I receive helps me to improve my performance ,B17. I think that my performance is evaluated fairly ,B18. Poor performance is dealt with effectively in my team ,B19. The people in my team can be relied upon to help when things get difficult in my job ,B20. The people in my team work together to find ways to improve the service we provide ,B21. The people in my team are encouraged to come up with new and better ways of doing things ,B22. I am able to access the right learning and development opportunities when I need to ,B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance ,B24. There are opportunities for me to develop my career in [my organisation] ,B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career ,B26. I am treated fairly at work ,B27. I am treated with respect by the people I work with ,B28. I feel valued for the work I do ,"B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc)  ","B30. In my job, I am clear what is expected of me ",B31. I get the information I need to do my job well ,B32. I have clear work objectives ,B33. I have the skills I need to do my job effectively ,B34. I have the tools I need to do my job effectively,B35. I have an acceptable workload,B36. I achieve a good balance between my work life and my private life,B37. I feel that my pay adequately reflects my performance ,B38. I am satisfied with the total benefits package ,B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable ,B40. I feel that [my organisation] as a whole is managed well ,B41. [Senior managers] in [my organisation] are sufficiently visible ,B42. I believe the actions of [senior managers] are consistent with [my organisation's] values ,B43. I believe that [the board has] a clear vision for the future of [my organisation] ,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] ",B45. I feel that change is managed well in [my organisation] ,B46. When changes are made in [my organisation] they are usually for the better ,B47. [My organisation] keeps me informed about matters that affect me ,B48. I have the opportunity to contribute my views before decisions are made that affect me ,B49. I think it is safe to challenge the way things are done in [my organisation] ,B50. I am proud when I tell others I am part of [my organisation] ,B51. I would recommend [my organisation] as a great place to work ,B52. I feel a strong personal attachment to [my organisation] ,B53. [My organisation] inspires me to do the best in my job ,B54. [My organisation] motivates me to help it achieve its objectives,B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey ,B56. I believe that managers where I work will take action on the results from this survey ,"B57. Where I work, I think effective action has been taken on the results of the last survey  ",B58. I am trusted to carry out my job effectively ,"B59. I believe I would be supported if I try a new idea, even if it may not work ","B60. When I talk about [my organisation] I say ""we"" rather than ""they” ",B61. I have some really good friendships at work ,B62 [Senior managers] in [my organisation] actively role model the behaviours set out in the Civil Service Leadership Statement ,B63 My manager actively role models the behaviours set out in the Civil Service Leadership Statement,I want to leave [my organisation] as soon as possible ,I want to leave [my organisation] within the next 12 months ,I want to stay working for [my organisation] for at least the next year ,I want to stay working for [my organisation] for at least the next three years ,D01. Are you aware of the Civil Service Code? ,D02. Are you aware of how to raise a concern under the Civil Service Code? ,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? ,"W01. Overall, how satisfied are you with your life nowadays? (% 7-10) 
(0=not at all satisfied, 10=completely satisfied) ","W02. Overall, to what extent do you think the things you do in your life are worthwhile? (% 7-10) 
(0=not at all worthwhile, 10=completely worthwhile) ","W03. Overall, how happy did you feel yesterday? (% 7-10) 
(0=not at all happy, 10=completely happy) ","W04. Overall, how anxious did you feel yesterday? (% 0-3) 
(0=not at all anxious, 10=completely anxious) ",E01. During the past 12 months have you personally experienced discrimination at work? ,E03. During the past 12 months have you personally experienced bullying or harassment at work? ,E05. Did you report the bullying and harassment you experienced?,"E06. In your opinion, has this issue been resolved?"
er_em,East Midlands,12386,0.56,0.71,0.8,0.67,0.81,0.52,0.74,0.71,0.32,0.39,0.87,0.8,0.74,0.51,0.65,0.82,0.77,0.81,0.68,0.78,0.78,0.65,0.7,0.76,0.68,0.62,0.63,0.43,0.86,0.83,0.75,0.61,0.53,0.49,0.44,0.77,0.85,0.61,0.72,0.84,0.65,0.75,0.84,0.62,0.6,0.68,0.32,0.34,0.29,0.39,0.45,0.43,0.42,0.35,0.3,0.28,0.52,0.33,0.39,0.52,0.42,0.48,0.43,0.4,0.39,0.52,0.37,0.87,0.66,0.62,0.82,0.39,0.61,0.1,0.11,0.23,0.55,0.9,0.7,0.65,0.64,0.7,0.62,0.5,0.14,0.12,0.35,0.21
er_ee,East of England,9295,0.54,0.7,0.77,0.65,0.78,0.48,0.71,0.69,0.3,0.34,0.87,0.79,0.73,0.5,0.64,0.79,0.75,0.78,0.64,0.77,0.76,0.6,0.67,0.75,0.66,0.59,0.6,0.4,0.83,0.8,0.72,0.58,0.48,0.44,0.41,0.75,0.83,0.59,0.67,0.82,0.63,0.74,0.84,0.59,0.57,0.64,0.3,0.32,0.27,0.35,0.39,0.38,0.37,0.31,0.25,0.23,0.49,0.29,0.35,0.49,0.38,0.47,0.39,0.36,0.34,0.48,0.32,0.86,0.64,0.58,0.81,0.34,0.56,0.1,0.11,0.22,0.56,0.89,0.68,0.62,0.62,0.69,0.62,0.51,0.14,0.13,0.35,0.2
er_lo,London,54469,0.59,0.75,0.81,0.68,0.8,0.53,0.76,0.71,0.28,0.43,0.89,0.79,0.76,0.58,0.73,0.83,0.77,0.81,0.7,0.81,0.8,0.64,0.74,0.78,0.65,0.63,0.62,0.42,0.84,0.81,0.75,0.61,0.53,0.5,0.47,0.78,0.85,0.66,0.73,0.81,0.68,0.74,0.86,0.66,0.57,0.64,0.3,0.3,0.25,0.46,0.55,0.49,0.41,0.43,0.32,0.3,0.57,0.38,0.43,0.59,0.49,0.49,0.46,0.44,0.47,0.58,0.38,0.87,0.68,0.71,0.76,0.45,0.63,0.09,0.17,0.34,0.39,0.92,0.67,0.67,0.64,0.71,0.63,0.49,0.12,0.11,0.36,0.2
er_ne,North East England,20412,0.54,0.7,0.83,0.7,0.84,0.54,0.75,0.72,0.33,0.41,0.86,0.81,0.72,0.49,0.59,0.84,0.81,0.83,0.71,0.79,0.78,0.69,0.72,0.79,0.74,0.66,0.64,0.47,0.88,0.86,0.78,0.64,0.53,0.55,0.44,0.78,0.87,0.61,0.73,0.85,0.64,0.77,0.82,0.63,0.62,0.69,0.33,0.37,0.31,0.42,0.49,0.46,0.44,0.38,0.34,0.31,0.56,0.34,0.41,0.46,0.43,0.44,0.43,0.42,0.42,0.55,0.39,0.87,0.66,0.6,0.84,0.43,0.65,0.11,0.1,0.18,0.61,0.93,0.74,0.69,0.64,0.7,0.61,0.5,0.12,0.11,0.35,0.24
er_nw,North West England,31617,0.55,0.7,0.83,0.68,0.82,0.53,0.74,0.71,0.32,0.4,0.86,0.8,0.73,0.51,0.61,0.84,0.81,0.83,0.69,0.78,0.78,0.67,0.71,0.78,0.71,0.64,0.62,0.45,0.87,0.84,0.76,0.62,0.53,0.51,0.44,0.77,0.86,0.61,0.72,0.84,0.65,0.76,0.83,0.61,0.6,0.67,0.32,0.34,0.29,0.4,0.47,0.43,0.42,0.36,0.32,0.29,0.55,0.33,0.4,0.48,0.43,0.44,0.43,0.41,0.41,0.54,0.39,0.86,0.65,0.63,0.83,0.4,0.64,0.1,0.11,0.21,0.58,0.92,0.72,0.67,0.64,0.7,0.62,0.5,0.14,0.12,0.36,0.21
er_se,South East England,23866,0.54,0.71,0.78,0.65,0.78,0.48,0.72,0.69,0.27,0.34,0.88,0.79,0.73,0.51,0.65,0.8,0.75,0.79,0.65,0.79,0.77,0.6,0.69,0.75,0.64,0.58,0.6,0.39,0.83,0.8,0.71,0.59,0.48,0.44,0.41,0.76,0.84,0.6,0.7,0.82,0.63,0.74,0.84,0.6,0.56,0.64,0.28,0.3,0.24,0.33,0.4,0.39,0.36,0.31,0.24,0.21,0.48,0.28,0.36,0.5,0.38,0.46,0.38,0.35,0.34,0.48,0.31,0.86,0.65,0.59,0.8,0.35,0.56,0.1,0.12,0.25,0.54,0.89,0.67,0.61,0.62,0.68,0.61,0.5,0.14,0.13,0.38,0.22
er_sw,South West England,29487,0.55,0.74,0.79,0.66,0.78,0.53,0.75,0.68,0.3,0.36,0.88,0.81,0.74,0.54,0.71,0.82,0.75,0.79,0.67,0.82,0.8,0.61,0.72,0.77,0.64,0.59,0.61,0.38,0.83,0.8,0.72,0.61,0.52,0.51,0.49,0.79,0.85,0.62,0.72,0.81,0.61,0.72,0.84,0.58,0.55,0.65,0.3,0.34,0.26,0.36,0.44,0.41,0.4,0.34,0.22,0.23,0.51,0.29,0.4,0.53,0.44,0.47,0.4,0.37,0.37,0.5,0.31,0.88,0.68,0.62,0.79,0.36,0.58,0.09,0.12,0.27,0.53,0.9,0.65,0.64,0.62,0.68,0.61,0.51,0.13,0.11,0.35,0.21
er_wm,West Midlands,15748,0.56,0.71,0.81,0.67,0.81,0.52,0.74,0.71,0.32,0.39,0.87,0.79,0.74,0.52,0.65,0.83,0.79,0.82,0.67,0.78,0.77,0.65,0.7,0.76,0.69,0.63,0.62,0.43,0.85,0.82,0.74,0.62,0.52,0.49,0.44,0.76,0.85,0.61,0.72,0.84,0.66,0.75,0.84,0.63,0.59,0.67,0.32,0.34,0.29,0.39,0.47,0.43,0.42,0.36,0.3,0.29,0.52,0.33,0.38,0.53,0.43,0.47,0.44,0.42,0.4,0.52,0.37,0.86,0.66,0.63,0.82,0.4,0.6,0.11,0.12,0.23,0.54,0.9,0.7,0.65,0.64,0.7,0.63,0.51,0.14,0.12,0.37,0.21
er_yh,Yorkshire and the Humber,17554,0.55,0.72,0.81,0.67,0.81,0.51,0.74,0.71,0.34,0.39,0.87,0.8,0.73,0.52,0.65,0.83,0.79,0.81,0.68,0.79,0.78,0.65,0.71,0.77,0.69,0.62,0.62,0.42,0.86,0.82,0.75,0.61,0.52,0.48,0.43,0.76,0.85,0.62,0.72,0.84,0.65,0.75,0.84,0.62,0.6,0.67,0.35,0.36,0.31,0.4,0.46,0.42,0.41,0.36,0.3,0.27,0.53,0.33,0.39,0.49,0.42,0.46,0.42,0.4,0.39,0.53,0.37,0.86,0.65,0.63,0.82,0.39,0.61,0.11,0.11,0.23,0.56,0.91,0.7,0.65,0.64,0.7,0.61,0.51,0.14,0.11,0.35,0.22
losj_lt1y,Less than 1 year,69311,0.64,0.77,0.85,0.74,0.85,0.63,0.83,0.74,0.41,0.5,0.91,0.82,0.79,0.61,0.73,0.88,0.83,0.86,0.76,0.84,0.84,0.72,0.8,0.82,0.71,0.7,0.69,0.46,0.89,0.86,0.8,0.69,0.62,0.65,0.58,0.87,0.9,0.74,0.81,0.83,0.7,0.76,0.83,0.69,0.67,0.72,0.43,0.44,0.37,0.52,0.59,0.55,0.48,0.5,0.39,0.37,0.64,0.42,0.5,0.65,0.61,0.52,0.56,0.54,0.5,0.63,0.36,0.9,0.74,0.73,0.79,0.5,0.7,0.05,0.1,0.29,0.55,0.89,0.65,0.73,0.69,0.74,0.66,0.52,0.1,0.09,0.38,0.28
losj_1_3y,1 year but less than 3 years,76535,0.58,0.73,0.82,0.69,0.81,0.55,0.76,0.71,0.31,0.41,0.88,0.8,0.74,0.55,0.69,0.85,0.8,0.83,0.7,0.81,0.81,0.66,0.73,0.79,0.69,0.65,0.64,0.44,0.85,0.83,0.76,0.62,0.56,0.54,0.5,0.79,0.86,0.64,0.74,0.84,0.66,0.76,0.85,0.64,0.59,0.66,0.32,0.34,0.28,0.42,0.51,0.46,0.42,0.4,0.3,0.29,0.56,0.35,0.42,0.56,0.48,0.48,0.44,0.42,0.43,0.55,0.39,0.88,0.68,0.67,0.81,0.42,0.63,0.09,0.14,0.27,0.5,0.91,0.68,0.67,0.64,0.7,0.62,0.51,0.13,0.11,0.37,0.23
losj_3_5y,3 years but less than 5 years,34153,0.54,0.72,0.8,0.66,0.8,0.49,0.72,0.7,0.27,0.38,0.87,0.8,0.73,0.53,0.68,0.82,0.78,0.81,0.66,0.79,0.78,0.62,0.69,0.76,0.66,0.6,0.6,0.42,0.84,0.81,0.74,0.6,0.49,0.45,0.43,0.74,0.83,0.6,0.7,0.83,0.65,0.75,0.86,0.62,0.56,0.65,0.27,0.29,0.24,0.39,0.46,0.42,0.4,0.35,0.28,0.26,0.51,0.32,0.38,0.5,0.41,0.46,0.4,0.37,0.4,0.52,0.39,0.86,0.65,0.64,0.81,0.38,0.59,0.11,0.14,0.25,0.51,0.92,0.72,0.64,0.63,0.69,0.61,0.5,0.15,0.13,0.34,0.19
losj_5_10y,5 years but less than 10 years,39247,0.53,0.69,0.79,0.64,0.78,0.46,0.7,0.7,0.25,0.35,0.86,0.78,0.72,0.48,0.62,0.81,0.76,0.79,0.64,0.77,0.75,0.61,0.67,0.75,0.67,0.59,0.59,0.41,0.83,0.8,0.71,0.58,0.46,0.41,0.37,0.72,0.82,0.57,0.67,0.84,0.64,0.75,0.86,0.6,0.57,0.65,0.25,0.29,0.23,0.35,0.43,0.39,0.38,0.32,0.26,0.23,0.49,0.29,0.35,0.46,0.37,0.44,0.38,0.35,0.36,0.49,0.36,0.85,0.62,0.6,0.81,0.35,0.57,0.12,0.13,0.23,0.53,0.91,0.71,0.62,0.62,0.69,0.61,0.49,0.15,0.13,0.35,0.18
losj_10yp,10 years or more,55542,0.5,0.66,0.75,0.62,0.76,0.43,0.67,0.69,0.23,0.32,0.85,0.78,0.7,0.44,0.55,0.77,0.73,0.76,0.62,0.73,0.72,0.6,0.64,0.73,0.65,0.57,0.56,0.4,0.82,0.79,0.68,0.57,0.43,0.38,0.33,0.7,0.82,0.54,0.64,0.83,0.61,0.74,0.84,0.59,0.56,0.64,0.23,0.26,0.21,0.32,0.38,0.36,0.35,0.28,0.25,0.21,0.44,0.26,0.31,0.42,0.33,0.44,0.35,0.33,0.33,0.44,0.33,0.83,0.57,0.54,0.83,0.33,0.53,0.14,0.11,0.19,0.57,0.9,0.7,0.59,0.61,0.68,0.6,0.48,0.15,0.13,0.34,0.17
loso_lt1y,Less than 1 year,25767,0.67,0.75,0.84,0.74,0.84,0.62,0.85,0.77,0.48,0.54,0.91,0.78,0.78,0.58,0.69,0.87,0.81,0.85,0.77,0.83,0.82,0.72,0.82,0.82,0.71,0.72,0.7,0.46,0.89,0.85,0.78,0.68,0.61,0.65,0.55,0.89,0.91,0.76,0.84,0.84,0.72,0.76,0.85,0.72,0.73,0.77,0.49,0.49,0.45,0.59,0.62,0.59,0.5,0.57,0.44,0.42,0.68,0.45,0.53,0.73,0.72,0.46,0.62,0.62,0.53,0.63,0.29,0.9,0.73,0.73,0.73,0.55,0.71,0.04,0.12,0.35,0.49,0.81,0.54,0.74,0.71,0.74,0.67,0.53,0.06,0.06,0.39,0.27
loso_1_3y,1 year but less than 3 years,29600,0.61,0.7,0.82,0.69,0.8,0.57,0.77,0.73,0.35,0.45,0.88,0.75,0.72,0.51,0.66,0.85,0.79,0.82,0.71,0.81,0.8,0.65,0.75,0.79,0.68,0.67,0.66,0.41,0.85,0.81,0.73,0.62,0.59,0.56,0.52,0.81,0.86,0.65,0.76,0.84,0.67,0.76,0.87,0.67,0.63,0.69,0.35,0.37,0.32,0.47,0.55,0.51,0.43,0.45,0.34,0.34,0.58,0.36,0.45,0.65,0.58,0.43,0.49,0.47,0.45,0.54,0.35,0.89,0.68,0.69,0.79,0.47,0.65,0.08,0.17,0.33,0.41,0.85,0.57,0.66,0.65,0.69,0.62,0.51,0.12,0.11,0.4,0.25
