id,description,Employee engagement index 2,My work ,Organisational objectives and purpose ,My manager ,My team ,Learning and development ,Inclusion and fair treatment ,Resources and workload ,Pay and benefits ,Leadership and managing change ,B01. I am interested in my work ,B02. I am sufficiently challenged by my work ,B03. My work gives me a sense of personal accomplishment ,B04. I feel involved in the decisions that affect my work ,B05. I have a choice in deciding how I do my work,B06. I have a clear understanding of [my organisation's] purpose 3,B07. I have a clear understanding of [my organisation's] objectives ,B08. I understand how my work contributes to [my organisation's] objectives ,B09. My manager motivates me to be more effective in my job ,B10. My manager is considerate of my life outside work ,B11. My manager is open to my ideas ,B12. My manager helps me to understand how I contribute to [my organisation's] objectives ,"B13. Overall, I have confidence in the decisions made by my manager ",B14. My manager recognises when I have done my job well ,B15. I receive regular feedback on my performance ,B16. The feedback I receive helps me to improve my performance ,B17. I think that my performance is evaluated fairly ,B18. Poor performance is dealt with effectively in my team ,B19. The people in my team can be relied upon to help when things get difficult in my job ,B20. The people in my team work together to find ways to improve the service we provide ,B21. The people in my team are encouraged to come up with new and better ways of doing things ,B22. I am able to access the right learning and development opportunities when I need to ,B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance ,B24. There are opportunities for me to develop my career in [my organisation] ,B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career ,B26. I am treated fairly at work ,B27. I am treated with respect by the people I work with ,B28. I feel valued for the work I do ,"B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc)  ","B30. In my job, I am clear what is expected of me ",B31. I get the information I need to do my job well ,B32. I have clear work objectives ,B33. I have the skills I need to do my job effectively ,B34. I have the tools I need to do my job effectively,B35. I have an acceptable workload,B36. I achieve a good balance between my work life and my private life,B37. I feel that my pay adequately reflects my performance ,B38. I am satisfied with the total benefits package ,B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable ,B40. I feel that [my organisation] as a whole is managed well ,B41. [Senior managers] in [my organisation] are sufficiently visible ,B42. I believe the actions of [senior managers] are consistent with [my organisation's] values ,B43. I believe that [the board has] a clear vision for the future of [my organisation] ,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] ",B45. I feel that change is managed well in [my organisation] ,B46. When changes are made in [my organisation] they are usually for the better ,B47. [My organisation] keeps me informed about matters that affect me ,B48. I have the opportunity to contribute my views before decisions are made that affect me ,B49. I think it is safe to challenge the way things are done in [my organisation] ,B50. I am proud when I tell others I am part of [my organisation] ,B51. I would recommend [my organisation] as a great place to work ,B52. I feel a strong personal attachment to [my organisation] ,B53. [My organisation] inspires me to do the best in my job ,B54. [My organisation] motivates me to help it achieve its objectives,B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey ,B56. I believe that managers where I work will take action on the results from this survey ,"B57. Where I work, I think effective action has been taken on the results of the last survey",B58. I am trusted to carry out my job effectively ,"B59. I believe I would be supported if I try a new idea, even if it may not work ","B60. My performance is evaluated based on whether I get things done, rather than solely follow process ","B61. When I talk about [my organisation] I say ""we"" rather than ""they” ",B62. I have some really good friendships at work ,B63 My manager inspires my team to do our best,B64 [Senior managers] inspire people across [my organisation] to do their best,B65 My manager leads our team with confidence,B66 [Senior managers] lead [my organisation] with confidence,B67 My manager empowers me to do my job effectively,B68 [My organisation's senior managers] empower teams to deliver,B69 [Senior managers] in [my organisation] actively role model the behaviours set out in the Civil Service Leadership Statement ,B70 My manager actively role models the behaviours set out in the Civil Service Leadership Statement,I want to leave [my organisation] as soon as possible ,I want to leave [my organisation] within the next 12 months ,I want to stay working for [my organisation] for at least the next year ,I want to stay working for [my organisation] for at least the next three years ,D01. Are you aware of the Civil Service Code? ,D02. Are you aware of how to raise a concern under the Civil Service Code? ,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? ,"W01. Overall, how satisfied are you with your life nowadays? (% 7-10) 
(0=not at all satisfied, 10=completely satisfied) ","W02. Overall, to what extent do you think the things you do in your life are worthwhile? (% 7-10) 
(0=not at all worthwhile, 10=completely worthwhile) ","W03. Overall, how happy did you feel yesterday? (% 7-10) 
(0=not at all happy, 10=completely happy) ","W04. Overall, how anxious did you feel yesterday? (% 0-3) 
(0=not at all anxious, 10=completely anxious) ",E01. During the past 12 months have you personally experienced discrimination at work? ,E03. During the past 12 months have you personally experienced bullying or harassment at work? 
er_em,"East Midlands  (n=13,096)",0.54,0.7,0.79,0.66,0.8,0.5,0.72,0.7,0.29,0.36,0.87,0.79,0.73,0.49,0.63,0.81,0.77,0.8,0.66,0.76,0.77,0.63,0.68,0.76,0.67,0.61,0.61,0.43,0.85,0.82,0.74,0.6,0.52,0.45,0.42,0.76,0.85,0.59,0.7,0.84,0.64,0.75,0.83,0.62,0.57,0.65,0.28,0.33,0.26,0.35,0.43,0.41,0.4,0.32,0.27,0.25,0.49,0.3,0.36,0.5,0.38,0.46,0.4,0.38,0.36,0.5,0.35,0.86,0.64,0.59,0.58,0.81,0.66,0.34,0.69,0.42,0.68,0.35,0.34,0.57,0.1,0.11,0.22,0.56,0.88,0.67,0.61,0.62,0.7,0.61,0.49,0.14,0.13
er_ee,"East of England  (n=10,190)",0.52,0.7,0.77,0.64,0.78,0.47,0.71,0.68,0.27,0.32,0.87,0.79,0.72,0.49,0.63,0.79,0.74,0.77,0.63,0.75,0.75,0.6,0.67,0.74,0.64,0.59,0.59,0.41,0.83,0.79,0.7,0.57,0.48,0.42,0.4,0.75,0.84,0.58,0.68,0.82,0.61,0.73,0.82,0.59,0.56,0.63,0.27,0.31,0.25,0.33,0.37,0.36,0.35,0.28,0.24,0.21,0.45,0.27,0.34,0.47,0.35,0.45,0.37,0.35,0.32,0.47,0.32,0.85,0.64,0.57,0.55,0.8,0.63,0.3,0.67,0.37,0.66,0.31,0.29,0.53,0.11,0.12,0.22,0.55,0.88,0.67,0.6,0.61,0.68,0.6,0.51,0.14,0.13
er_lo,"London  (n=54,756)",0.57,0.74,0.81,0.67,0.79,0.52,0.74,0.7,0.27,0.42,0.89,0.79,0.75,0.57,0.72,0.83,0.78,0.81,0.69,0.8,0.8,0.63,0.73,0.78,0.65,0.62,0.61,0.41,0.83,0.8,0.74,0.62,0.53,0.47,0.46,0.77,0.84,0.65,0.71,0.81,0.67,0.74,0.86,0.65,0.56,0.62,0.28,0.29,0.23,0.44,0.54,0.47,0.41,0.41,0.3,0.27,0.56,0.36,0.41,0.57,0.46,0.47,0.44,0.41,0.45,0.57,0.38,0.86,0.67,0.64,0.68,0.75,0.68,0.4,0.73,0.5,0.71,0.42,0.38,0.59,0.1,0.18,0.33,0.39,0.91,0.66,0.65,0.63,0.69,0.61,0.47,0.12,0.11
er_ne,"North East England  (n=20,312)",0.52,0.69,0.82,0.69,0.84,0.52,0.74,0.71,0.29,0.39,0.85,0.8,0.71,0.49,0.57,0.83,0.8,0.82,0.69,0.77,0.78,0.68,0.7,0.79,0.74,0.66,0.63,0.46,0.88,0.85,0.78,0.64,0.52,0.5,0.42,0.77,0.86,0.59,0.72,0.85,0.64,0.77,0.82,0.63,0.61,0.69,0.28,0.34,0.26,0.39,0.45,0.42,0.42,0.35,0.32,0.3,0.53,0.32,0.39,0.43,0.38,0.42,0.4,0.39,0.39,0.52,0.38,0.86,0.65,0.58,0.56,0.83,0.69,0.37,0.71,0.43,0.69,0.38,0.37,0.62,0.12,0.1,0.18,0.61,0.92,0.72,0.66,0.64,0.7,0.61,0.5,0.12,0.11
er_nw,"North West England  (n=32,137)",0.53,0.69,0.81,0.67,0.82,0.51,0.73,0.7,0.27,0.37,0.86,0.79,0.72,0.49,0.59,0.82,0.79,0.82,0.68,0.76,0.76,0.66,0.7,0.77,0.71,0.63,0.6,0.44,0.87,0.84,0.76,0.62,0.52,0.47,0.42,0.76,0.86,0.6,0.7,0.84,0.64,0.76,0.82,0.61,0.58,0.66,0.26,0.32,0.24,0.37,0.44,0.4,0.4,0.33,0.3,0.27,0.51,0.31,0.37,0.45,0.38,0.42,0.4,0.38,0.38,0.53,0.38,0.85,0.63,0.57,0.59,0.82,0.68,0.35,0.71,0.42,0.69,0.36,0.35,0.61,0.11,0.11,0.2,0.57,0.9,0.69,0.64,0.63,0.7,0.61,0.49,0.14,0.11
er_se,"South East England  (n=24,012)",0.52,0.71,0.77,0.64,0.77,0.47,0.71,0.68,0.25,0.32,0.87,0.79,0.73,0.5,0.64,0.79,0.74,0.77,0.64,0.77,0.76,0.59,0.68,0.75,0.63,0.57,0.59,0.38,0.82,0.79,0.71,0.59,0.47,0.41,0.39,0.75,0.83,0.58,0.68,0.82,0.62,0.73,0.83,0.59,0.56,0.63,0.25,0.28,0.22,0.31,0.38,0.36,0.34,0.28,0.22,0.2,0.46,0.27,0.34,0.46,0.34,0.43,0.35,0.32,0.33,0.47,0.29,0.86,0.64,0.57,0.55,0.79,0.63,0.29,0.67,0.37,0.67,0.31,0.28,0.53,0.11,0.12,0.24,0.53,0.88,0.66,0.59,0.61,0.68,0.59,0.51,0.14,0.13
er_sw,"South West England  (n=27,206)",0.53,0.72,0.77,0.65,0.78,0.52,0.73,0.67,0.27,0.33,0.88,0.8,0.73,0.52,0.69,0.81,0.74,0.77,0.65,0.8,0.79,0.6,0.7,0.76,0.63,0.58,0.59,0.38,0.83,0.79,0.71,0.62,0.52,0.47,0.46,0.77,0.85,0.59,0.7,0.8,0.6,0.71,0.83,0.57,0.55,0.65,0.27,0.32,0.23,0.32,0.4,0.37,0.35,0.3,0.21,0.2,0.49,0.29,0.38,0.49,0.38,0.44,0.36,0.33,0.33,0.48,0.29,0.87,0.67,0.59,0.58,0.78,0.64,0.3,0.69,0.39,0.7,0.33,0.29,0.53,0.1,0.13,0.26,0.52,0.89,0.65,0.62,0.61,0.67,0.59,0.51,0.13,0.12
er_wm,"West Midlands  (n=16,740)",0.55,0.7,0.79,0.66,0.8,0.51,0.73,0.7,0.28,0.37,0.86,0.79,0.73,0.5,0.63,0.81,0.77,0.8,0.66,0.75,0.76,0.64,0.68,0.75,0.67,0.62,0.61,0.43,0.84,0.81,0.73,0.62,0.53,0.45,0.42,0.75,0.84,0.6,0.71,0.83,0.65,0.75,0.83,0.62,0.58,0.66,0.27,0.32,0.25,0.37,0.44,0.41,0.4,0.34,0.29,0.27,0.49,0.31,0.36,0.51,0.4,0.46,0.42,0.4,0.37,0.5,0.36,0.86,0.64,0.59,0.6,0.81,0.66,0.36,0.69,0.43,0.68,0.37,0.35,0.58,0.1,0.13,0.22,0.55,0.88,0.68,0.62,0.62,0.69,0.6,0.5,0.14,0.12
er_yh,"Yorkshire and the Humber  (n=17,319)",0.53,0.7,0.8,0.66,0.81,0.49,0.73,0.7,0.29,0.36,0.86,0.79,0.72,0.5,0.64,0.82,0.78,0.81,0.67,0.78,0.77,0.64,0.69,0.77,0.68,0.62,0.6,0.41,0.86,0.83,0.75,0.61,0.51,0.45,0.4,0.76,0.85,0.6,0.71,0.83,0.64,0.75,0.83,0.62,0.59,0.66,0.28,0.32,0.26,0.36,0.44,0.4,0.39,0.33,0.28,0.24,0.49,0.3,0.37,0.45,0.38,0.43,0.39,0.37,0.37,0.51,0.36,0.86,0.64,0.59,0.6,0.81,0.66,0.34,0.69,0.42,0.68,0.35,0.34,0.59,0.11,0.12,0.22,0.56,0.9,0.68,0.63,0.63,0.69,0.59,0.5,0.13,0.11
losj_lt1y,"Less than 1 year  (n=67,360)",0.61,0.75,0.84,0.72,0.84,0.61,0.81,0.73,0.36,0.46,0.9,0.82,0.77,0.58,0.7,0.87,0.82,0.84,0.75,0.82,0.83,0.7,0.78,0.82,0.71,0.69,0.67,0.46,0.88,0.85,0.79,0.68,0.61,0.6,0.55,0.85,0.9,0.71,0.79,0.83,0.69,0.76,0.82,0.67,0.65,0.7,0.36,0.39,0.32,0.48,0.55,0.51,0.45,0.45,0.35,0.33,0.6,0.38,0.46,0.61,0.54,0.48,0.51,0.49,0.46,0.6,0.35,0.9,0.72,0.65,0.68,0.78,0.75,0.45,0.78,0.54,0.76,0.46,0.43,0.65,0.06,0.11,0.28,0.54,0.87,0.62,0.69,0.67,0.72,0.63,0.51,0.1,0.1
losj_1_3y,"1 year but less than 3 years  (n=71,146)",0.56,0.73,0.82,0.68,0.81,0.54,0.75,0.71,0.29,0.4,0.88,0.8,0.74,0.55,0.7,0.84,0.8,0.82,0.69,0.8,0.81,0.64,0.72,0.79,0.67,0.63,0.63,0.43,0.85,0.82,0.76,0.63,0.56,0.5,0.48,0.79,0.86,0.63,0.73,0.83,0.66,0.76,0.85,0.63,0.57,0.65,0.29,0.32,0.25,0.41,0.5,0.45,0.41,0.38,0.29,0.27,0.54,0.34,0.41,0.54,0.44,0.47,0.42,0.4,0.41,0.55,0.38,0.88,0.69,0.64,0.65,0.79,0.68,0.38,0.72,0.47,0.72,0.4,0.36,0.59,0.09,0.14,0.27,0.5,0.9,0.66,0.65,0.64,0.7,0.61,0.5,0.12,0.11
losj_3_5y,"3 years but less than 5 years  (n=32,602)",0.53,0.72,0.81,0.66,0.8,0.49,0.72,0.7,0.25,0.37,0.87,0.79,0.73,0.53,0.67,0.82,0.78,0.81,0.66,0.78,0.78,0.63,0.69,0.76,0.67,0.61,0.6,0.42,0.84,0.81,0.74,0.61,0.5,0.42,0.42,0.75,0.84,0.59,0.69,0.83,0.65,0.75,0.86,0.62,0.56,0.64,0.24,0.29,0.22,0.38,0.45,0.41,0.39,0.34,0.28,0.25,0.51,0.31,0.37,0.48,0.38,0.45,0.38,0.36,0.39,0.52,0.39,0.86,0.66,0.61,0.61,0.8,0.65,0.35,0.69,0.43,0.69,0.36,0.33,0.57,0.11,0.14,0.24,0.51,0.91,0.7,0.64,0.62,0.69,0.6,0.49,0.14,0.12
losj_5_10y,"5 years but less than 10 years  (n=46,667)",0.51,0.68,0.78,0.64,0.78,0.45,0.69,0.7,0.23,0.33,0.86,0.77,0.71,0.47,0.6,0.8,0.76,0.78,0.63,0.76,0.75,0.6,0.66,0.74,0.66,0.59,0.58,0.41,0.83,0.8,0.71,0.58,0.46,0.38,0.36,0.72,0.82,0.55,0.67,0.83,0.63,0.75,0.85,0.6,0.56,0.65,0.22,0.27,0.2,0.34,0.4,0.37,0.37,0.3,0.26,0.23,0.47,0.28,0.34,0.45,0.35,0.42,0.36,0.34,0.34,0.47,0.34,0.85,0.61,0.56,0.56,0.81,0.63,0.31,0.66,0.38,0.65,0.32,0.3,0.54,0.12,0.13,0.22,0.52,0.89,0.69,0.6,0.61,0.68,0.59,0.49,0.15,0.13
losj_10yp,"10 years or more  (n=56,654)",0.49,0.66,0.74,0.61,0.76,0.41,0.66,0.68,0.22,0.3,0.84,0.78,0.69,0.44,0.55,0.76,0.72,0.75,0.61,0.72,0.71,0.59,0.63,0.72,0.64,0.56,0.55,0.39,0.82,0.78,0.68,0.56,0.42,0.35,0.32,0.69,0.81,0.53,0.63,0.82,0.61,0.73,0.83,0.59,0.54,0.63,0.21,0.25,0.19,0.3,0.36,0.33,0.33,0.26,0.24,0.2,0.42,0.25,0.3,0.4,0.31,0.42,0.34,0.31,0.31,0.43,0.31,0.83,0.57,0.52,0.51,0.81,0.61,0.29,0.63,0.34,0.62,0.3,0.27,0.51,0.14,0.11,0.18,0.56,0.88,0.68,0.57,0.6,0.67,0.59,0.48,0.15,0.13
